Наименование,Город,Рубрики,Email,Мобильный,Телефон 1,Телефон 2,WhatsApp,Telegram,ВКонтакте,2GIS URL
Эверест,,Мебель на заказ; Мягкая мебель; Корпусная мебель; Мебель для кухни,,79538953975,89538953975,89612191619,,,https://vk.com/everest54,https://2gis.com/firm/70000001045208113
Этно-Дизайн,Новосибирск,Мебель на заказ; Корпусная мебель,,79137709050,83832003811,89137709050,https://wa.me/79137709050,,,https://2gis.com/firm/70000001032566704
Этно-Дизайн,Новосибирск,Мебель на заказ; Корпусная мебель,,,83833411845,83832141235,https://wa.me/79137709050,,,https://2gis.com/firm/70000001028836434
Юник,Новосибирск,Мебель на заказ; Корпусная мебель,,79950099575,89950099575,,,,,https://2gis.com/firm/70000001114858784
Ясно Древо,Новосибирск,Мебель на заказ; Садово-парковая мебель; Остекление и отделка балконов; Строительство бань и саун; Пило- и лесоматериалы,,79132028109,89132028109,,https://wa.me/79137449199,,,https://2gis.com/firm/70000001022575951
Alexgroupm,Пермь,Мебель на заказ; Мебель для кухни; Корпусная мебель,,79638582739,89638582739,,https://wa.me/79638582739,https://t.me/+79638582739,https://vk.com/alexgroupm,https://2gis.com/firm/70000001066091018
Allure,Пермь,Мебель на заказ; Корпусная мебель; Мебель для кухни; Детская мебель; Офисная мебель,,79519385805,89519385805,,,,https://vk.com/studia.mebeli.allure,https://2gis.com/firm/2252328095420336
Ambiziozo,Пермь,Мебель на заказ; Мягкая мебель; Матрасы,,79641883000,89641883000,,https://wa.me/79641883000,https://t.me/+79641883000,https://vk.com/ambiziozo,https://2gis.com/firm/70000001020278318
Avtor Mebel,Пермь,Мебель на заказ; Корпусная мебель,,79822569070,89822569070,,,,,https://2gis.com/firm/70000001102155225
Benaca,Пермь,Мебель на заказ; Мебельные магазины; Корпусная мебель; Мебель для кухни; Мебель для общественного питания; Мебель для ванных комнат; Детская мебель; Офисная мебель; Мебель из стекла; Мягкая мебель,,79954808555,89954808555,,https://wa.me/79954808555,https://t.me/+79954808555,https://vk.com/benaca,https://2gis.com/firm/70000001081370042
Bottega,Пермь,Мебель на заказ; Корпусная мебель; Мебель для кухни; Детская мебель; Мебель для ванных комнат,,79223335045,89223335045,,,https://t.me/+79120601512,https://vk.com/bottega_kitchen,https://2gis.com/firm/70000001060087867
Deko,Пермь,Мебель на заказ; Мебель для кухни,,79519570099,89519570099,,,,,https://2gis.com/firm/70000001104077078
Derzai,Пермь,Мебель на заказ; Мягкая мебель; Корпусная мебель,,79824696489,89824696489,,,,https://vk.com/derzaimebel,https://2gis.com/firm/70000001095357464
dizARThouse,Пермь,Мебель на заказ; Интерьерные лестницы; Корпусная мебель,,79824985874,89824985874,89922141322,https://wa.me/79824985874,,,https://2gis.com/firm/70000001036798570
Element мебель,Пермь,Мебель на заказ; Корпусная мебель,,79922042227,89922042227,89223444461,https://wa.me/79922042227,https://t.me/+79922042227,https://vk.com/element_mebel_perm,https://2gis.com/firm/70000001065984721
Gala Wood,Пермь,Мебель на заказ; Перегородки; Корпусная мебель; Детская мебель; Посуда; Мебель для кухни; Мебель для ванных комнат; Офисная мебель,,79935239287,89935239287 (отдел продаж),,https://wa.me/79935239287,https://t.me/space_pbv,,https://2gis.com/firm/70000001059436596
Gilmanov,Пермь,Мебель на заказ; Корпусная мебель; Мебель для кухни; Мягкая мебель,,79519474599,89519474599,,https://wa.me/79519474599,,https://vk.com/gilmanov_mebel_perm,https://2gis.com/firm/70000001037407067
Gilmanov,Пермь,Мебель на заказ; Корпусная мебель; Мебель для кухни; Детская мебель,,79223169717,89223169717,,https://wa.me/79519474599,,https://vk.com/gilmanov_mebel_perm,https://2gis.com/firm/70000001025438040
"Hello, Forrest",Пермь,Мебель на заказ; Деревообработка,,79962499593,89962499593,,,,,https://2gis.com/firm/70000001098467163
